"","Name","Sex","Occurrence","Year","Prop"
"553","Monica","Female",1298,1951,0.000720759540624073
"554","Tina","Female",832,1951,0.000461996870415431
"555","Jessica","Female",466,1951,0.000258762670208643
"556","Erica","Female",94,1951,5.21967618017434e-05
"557","Mary","Female",65627,1952,0.0353910286139543
"558","Sandra","Female",26097,1952,0.0140734708845196
"559","Pamela","Female",20880,1952,0.0112600709686465
"560","Rita","Female",6148,1952,0.00331546534076814
"561","Angela","Female",2642,1952,0.00142476568482587
"562","Monica","Female",1464,1952,0.000789499228836136
"563","Tina","Female",1099,1952,0.000592663697056635
"564","Jessica","Female",453,1952,0.000244291769578394
"565","Erica","Female",94,1952,5.06918903760907e-05
"566","Mary","Female",64390,1953,0.0342260053855861
"567","Pamela","Female",25759,1953,0.0136919967809801
"568","Sandra","Female",25500,1953,0.0135543273385999
"569","Rita","Female",6284,1953,0.00334021149002986
"570","Angela","Female",3185,1953,0.00169296206170355
"571","Monica","Female",1600,1953,0.000850467597716069
"572","Tina","Female",1096,1953,0.000582570304435507
"573","Jessica","Female",495,1953,0.000263113413043409
"574","Erica","Female",113,1953,6.00642740886974e-05
"575","Mary","Female",68019,1954,0.0350267828544415
"576","Pamela","Female",27362,1954,0.0140902223270443
"577","Sandra","Female",26062,1954,0.0134207797049715
"578","Rita","Female",6536,1954,0.0033657515214371
"579","Angela","Female",3543,1954,0.00182448862308012
"580","Monica","Female",1824,1954,0.000939279494354539
"581","Tina","Female",1236,1954,0.000636485446832352
"582","Jessica","Female",424,1954,0.00021834128596838
"583","Erica","Female",142,1954,7.31237325648819e-05
"584","Mary","Female",63173,1955,0.0323089441455669
"585","Pamela","Female",26689,1955,0.0136497144397296
"586","Sandra","Female",25111,1955,0.0128426684887425
"587","Rita","Female",6094,1955,0.0031166907638245
"588","Angela","Female",3895,1955,0.00199204307927411
"589","Tina","Female",3274,1955,0.00167444134571077
"590","Monica","Female",1817,1955,0.000929279146352004
"591","Jessica","Female",387,1955,0.000197925718017736
"592","Erica","Female",146,1955,7.46696507250372e-05
"593","Mary","Female",61743,1956,0.0307528708008856
"594","Pamela","Female",26927,1956,0.0134117641199075
"595","Sandra","Female",24302,1956,0.0121043076333045
"596","Rita","Female",6055,1956,0.00301586629576409
"597","Tina","Female",5330,1956,0.0026547592661309
"598","Angela","Female",5033,1956,0.00250682990364668
"599","Monica","Female",2162,1956,0.00107684606629925
"600","Jessica","Female",406,1956,0.000202219936594586
"601","Erica","Female",182,1956,9.06503164044698e-05
"602","Mary","Female",61103,1957,0.0298815116857382
"603","Pamela","Female",25014,1957,0.0122327239792982
"604","Sandra","Female",22766,1957,0.0111333730755858
"605","Rita","Female",6018,1957,0.00294301322888848
"606","Tina","Female",5857,1957,0.00286427857786637
"607","Angela","Female",5326,1957,0.00260460094002327
"608","Monica","Female",2491,1957,0.00121818643289485
"609","Jessica","Female",476,1957,0.00023278070736971
"610","Erica","Female",211,1957,0.000103186405997918
"611","Mary","Female",55846,1958,0.0277618425042628
"612","Pamela","Female",25280,1958,0.0125670482847073
"613","Sandra","Female",21833,1958,0.0108534954588613
"614","Tina","Female",6619,1958,0.0032903992324556
"615","Angela","Female",5766,1958,0.00286636077569708
"616","Rita","Female",5341,1958,0.00265508721869547
"617","Monica","Female",2415,1958,0.00120053091802089
"618","Jessica","Female",529,1958,0.000262973439185528
"619","Erica","Female",206,1958,0.000102405535864308
"620","Mary","Female",54504,1959,0.0269358805063772
"621","Pamela","Female",24712,1959,0.0122126720804637
"622","Sandra","Female",23361,1959,0.0115450077885931
"623","Tina","Female",7919,1959,0.00391357033850728
"624","Angela","Female",6773,1959,0.00334721706057707
"625","Rita","Female",4951,1959,0.00244678453667755
"626","Monica","Female",2593,1959,0.001281460776329
"627","Jessica","Female",522,1959,0.000257972435497007
"628","Erica","Female",233,1959,0.00011514861584445
"629","Mary","Female",51468,1960,0.0254552648498937
"630","Sandra","Female",24568,1960,0.0121509471289381
"631","Pamela","Female",22091,1960,0.010925861813146
"632","Tina","Female",9132,1960,0.00451654384489836
"633","Angela","Female",8682,1960,0.00429398090904595
"634","Rita","Female",5027,1960,0.00248627528562243
"635","Monica","Female",3088,1960,0.00152727632424947
"636","Jessica","Female",556,1960,0.000274988871853207
"637","Erica","Female",234,1960,0.000115732726643256
"638","Mary","Female",47688,1961,0.0236270914866072
"639","Sandra","Female",24154,1961,0.0119671357106088
"640","Pamela","Female",21690,1961,0.0107463431962865
"641","Angela","Female",10841,1961,0.0053711897921135
"642","Tina","Female",10521,1961,0.00521264530973399
"643","Rita","Female",4534,1961,0.00224637713471475
"644","Monica","Female",3392,1961,0.00168057151322286
"645","Jessica","Female",668,1961,0.000330961606967237
"646","Erica","Female",243,1961,0.000120394716306944
"647","Mary","Female",43498,1962,0.0221180169955538
"648","Sandra","Female",22418,1962,0.011399183985616
"649","Pamela","Female",21271,1962,0.0108159533659576
"650","Tina","Female",12781,1962,0.00649892811669901
"651","Angela","Female",11663,1962,0.00593044351968238
"652","Rita","Female",4101,1962,0.00208529099495991
"653","Monica","Female",4007,1962,0.00203749354225905
"654","Jessica","Female",864,1962,0.000439329778016426
"655","Erica","Female",448,1962,0.000227800625638147
"656","Mary","Female",41543,1963,0.0215540633791052
"657","Sandra","Female",21623,1963,0.0112188217617021
"658","Pamela","Female",20588,1963,0.0106818250210389
"659","Angela","Female",13278,1963,0.00688912340340752
"660","Tina","Female",12155,1963,0.00630646896885211
"661","Monica","Female",3996,1963,0.00207327437264772
"662","Rita","Female",3807,1963,0.00197521409826573
"663","Jessica","Female",1120,1963,0.000581097922263625
"664","Erica","Female",576,1963,0.000298850360021293
"665","Mary","Female",40987,1964,0.021630735942159
"666","Pamela","Female",19824,1964,0.0104620418502784
"667","Sandra","Female",19249,1964,0.0101585877510093
"668","Angela","Female",16257,1964,0.00857957094229095
"669","Tina","Female",12550,1964,0.00662321555795973
"670","Monica","Female",4655,1964,0.00245665883843048
"671","Rita","Female",3470,1964,0.0018312795208064
"672","Jessica","Female",1171,1964,0.000617990869989709
"673","Erica","Female",541,1964,0.000285510726442726
"674","Mary","Female",34271,1965,0.0194154021341023
"675","Angela","Female",18752,1965,0.0106234898549411
"676","Pamela","Female",17468,1965,0.00989607086103408
"677","Sandra","Female",16370,1965,0.00927402564661827
"678","Tina","Female",12831,1965,0.00726909120780446
"679","Monica","Female",5113,1965,0.00289664588461571
"680","Rita","Female",3065,1965,0.0017364012588201
"681","Jessica","Female",1532,1965,0.000867917366561954
"682","Erica","Female",566,1965,0.000320653544043124
"683","Mary","Female",28889,1966,0.0170721718693582
"684","Angela","Female",18535,1966,0.0109533976807281
"685","Pamela","Female",16250,1966,0.00960305974166883
"686","Sandra","Female",15852,1966,0.00936785864768826
"687","Tina","Female",13892,1966,0.00820958190346236
"688","Monica","Female",4722,1966,0.00279050142154832
"689","Rita","Female",2688,1966,0.00158849382065267
"690","Jessica","Female",1668,1966,0.000985717147637145
"691","Erica","Female",575,1966,0.000339800575474435
"692","Mary","Female",25318,1967,0.0153347534646743
"693","Angela","Female",19551,1967,0.0118417633694544
"694","Pamela","Female",15368,1967,0.0093081796052261
"695","Sandra","Female",14738,1967,0.00892659754176355
"696","Tina","Female",14160,1967,0.00857651114068204
"697","Monica","Female",4966,1967,0.00300783575738891
"698","Rita","Female",2380,1967,0.0014415322397474
"699","Jessica","Female",1760,1967,0.00106600703443506
"700","Erica","Female",681,1967,0.000412472040028564
"701","Mary","Female",21725,1968,0.0132439955473352
"702","Angela","Female",20671,1968,0.0126014560165231
"703","Tina","Female",14772,1968,0.0090053073521397
"704","Pamela","Female",14032,1968,0.00855418851646523
"705","Sandra","Female",12685,1968,0.00773303031152804
"706","Monica","Female",5219,1968,0.00318160703160148
"707","Rita","Female",2073,1968,0.00126374235993675
"708","Jessica","Female",1840,1968,0.00112170088870411
"709","Erica","Female",956,1968,0.000582796766087568
"710","Angela","Female",21062,1969,0.0124847586005357
"711","Mary","Female",19851,1969,0.0117669235105515
"712","Tina","Female",13606,1969,0.00806512323230886
"713","Pamela","Female",13356,1969,0.00791693266872829
"714","Sandra","Female",12187,1969,0.00722399359342555
"715","Monica","Female",6034,1969,0.0035767274425806
"716","Jessica","Female",2492,1969,0.00147716353777111
"717","Rita","Female",1736,1969,0.00102903527350347
"718","Erica","Female",1505,1969,0.000892107192755023
"719","Angela","Female",24930,1970,0.0142607165595349
"720","Mary","Female",19203,1970,0.0109846987602386
"721","Tina","Female",13863,1970,0.00793005670536833
"722","Pamela","Female",12906,1970,0.00738262366295057
"723","Sandra","Female",11246,1970,0.00643305328634295
"724","Monica","Female",6188,1970,0.00353972378942648
"725","Jessica","Female",4022,1970,0.00230070605705774
"726","Erica","Female",2789,1970,0.00159539263877027
"727","Rita","Female",1589,1970,0.000908956221945487
"728","Angela","Female",25900,1971,0.0155664380383644
"729","Mary","Female",16702,1971,0.0100382489620371
"730","Tina","Female",13265,1971,0.00797254056289202
"731","Pamela","Female",10149,1971,0.00609975983209884
"732","Sandra","Female",9713,1971,0.00583771477477348
"733","Monica","Female",6427,1971,0.00386276051245435
"734","Jessica","Female",5360,1971,0.00322147134693564
"735","Erica","Female",3490,1971,0.00209756250015026
"736","Rita","Female",1419,1971,0.000852848477854789
"737","Angela","Female",23562,1972,0.015488721013702
"738","Mary","Female",13756,1972,0.00904264690028372
"739","Tina","Female",11522,1972,0.00757410421525654
"740","Sandra","Female",7916,1972,0.00520366333691814
"741","Pamela","Female",7471,1972,0.00491113804827127
"742","Jessica","Female",6206,1972,0.00407957739627513
"743","Monica","Female",6133,1972,0.00403159010173306
"744","Erica","Female",3443,1972,0.00226329116586776
"745","Rita","Female",1199,1972,0.000788174878848515
"746","Angela","Female",20898,1973,0.0143311807074246
"747","Mary","Female",12313,1973,0.0084438619987807
"748","Tina","Female",9308,1973,0.00638312900874286
"749","Jessica","Female",7228,1973,0.0049567314648897
"750","Sandra","Female",6584,1973,0.00451509684073517
"751","Monica","Female",6379,1973,0.00437451439049964
"752","Pamela","Female",5813,1973,0.0039863696742396
"753","Erica","Female",3794,1973,0.00260180398143214
"754","Rita","Female",1031,1973,0.000707026859477212
"755","Angela","Female",22803,1974,0.0155381947401954
"756","Mary","Female",11739,1974,0.00799907328225029
"757","Jessica","Female",10655,1974,0.00726042472292161
"758","Tina","Female",8668,1974,0.00590646283418907
"759","Monica","Female",6281,1974,0.00427993690142381
"760","Sandra","Female",6270,1974,0.00427244139021291
"761","Pamela","Female",5272,1974,0.00359239410035127
"762","Erica","Female",4121,1974,0.00280809106364711
"763","Rita","Female",993,1974,0.000676640239311231
"764","Angela","Female",23360,1975,0.0160228160510755
"765","Jessica","Female",12928,1975,0.00886742148580067
"766","Mary","Female",10972,1975,0.00752578500481165
"767","Tina","Female",7065,1975,0.00484594158394042
"768","Monica","Female",5476,1975,0.00375603342019218
"769","Sandra","Female",5376,1975,0.00368744259805572
"770","Erica","Female",4582,1975,0.00314283147029229
"771","Pamela","Female",4177,1975,0.00286503864063965
"772","Rita","Female",883,1975,0.000605656959464882
"773","Angela","Female",22039,1976,0.0150422895894989
"774","Jessica","Female",18369,1976,0.0125374026711513
"775","Mary","Female",10319,1976,0.00704303218267792
"776","Monica","Female",5979,1976,0.00408084983237051
"777","Tina","Female",5746,1976,0.00392182022692774
"778","Erica","Female",5236,1976,0.00357372967424184
"779","Sandra","Female",4861,1976,0.00331778073844339
"780","Pamela","Female",3364,1976,0.00229603258673598
"781","Rita","Female",859,1976,0.00058629369560232
"782","Jessica","Female",24845,1977,0.0162049553442436
"783","Angela","Female",20999,1977,0.0136964321704074
"784","Mary","Female",10654,1977,0.00694898749195296
"785","Erica","Female",6623,1977,0.00431979952686357
"786","Monica","Female",6366,1977,0.00415217330333889
"787","Tina","Female",4951,1977,0.00322925071078084
"788","Sandra","Female",4372,1977,0.00285160252626416
"789","Pamela","Female",2831,1977,0.00184649742723098
"790","Rita","Female",802,1977,0.000523098176135374
"791","Jessica","Female",26103,1978,0.0170397018590724
"792","Angela","Female",20518,1978,0.0133938858653966
"793","Mary","Female",10040,1978,0.00655398255622292
"794","Erica","Female",7341,1978,0.00479211015390762
"795","Monica","Female",5867,1978,0.00382990195790437
"796","Tina","Female",5699,1978,0.00372023372389586
"797","Sandra","Female",4005,1978,0.00261441236431004
"798","Pamela","Female",2690,1978,0.00175599731835056
"799","Rita","Female",892,1978,0.000582286099616618
"800","Jessica","Female",27782,1979,0.0173062392038457
"801","Angela","Female",20257,1979,0.0126186915107733
"802","Mary","Female",10556,1979,0.00657564829874723
"803","Erica","Female",8178,1979,0.00509432093474373
"804","Monica","Female",6585,1979,0.00410199356264214
"805","Tina","Female",4680,1979,0.00291531205363178
"806","Sandra","Female",3994,1979,0.00248798212440284
"807","Pamela","Female",3365,1979,0.00209615920095533
"808","Rita","Female",881,1979,0.000548801264796922
"809","Jessica","Female",33923,1980,0.0204306806512908
"810","Angela","Female",17967,1980,0.0108209191186435
"811","Mary","Female",11475,1980,0.00691100611601456
"812","Erica","Female",8761,1980,0.00527645530129879
"813","Monica","Female",6035,1980,0.0036346772906447
"814","Tina","Female",4260,1980,0.00256565455810214
"815","Sandra","Female",4002,1980,0.00241026984542835
"816","Pamela","Female",3535,1980,0.00212901147016222
"817","Rita","Female",840,1980,0.000505903715682112
"818","Jessica","Female",42532,1981,0.025497914341108
"819","Angela","Female",15926,1981,0.00954762963877755
"820","Mary","Female",11043,1981,0.00662027339576921
"821","Erica","Female",8624,1981,0.00517008401386523
"822","Monica","Female",5782,1981,0.00346630632747782
"823","Sandra","Female",4036,1981,0.00241958013450372
"824","Pamela","Female",3882,1981,0.00232725720568469
"825","Tina","Female",3820,1981,0.00229008823434197
"826","Rita","Female",855,1981,0.000512572104806907
"827","Jessica","Female",45449,1982,0.0268398708114559
"828","Angela","Female",15002,1982,0.00885941917123506
"829","Mary","Female",10851,1982,0.00640804942188186
"830","Erica","Female",9343,1982,0.00551750122096048
"831","Monica","Female",5734,1982,0.0033862091406387
"832","Sandra","Female",3654,1982,0.00215786679454025
"833","Pamela","Female",3546,1982,0.00209408748041591
"834","Tina","Female",3220,1982,0.00190156843963317
"835","Rita","Female",709,1982,0.000418699386242211
"836","Jessica","Female",45284,1983,0.0271055689003043
"837","Angela","Female",13218,1983,0.00791187637408845
"838","Mary","Female",9896,1983,0.00592343233454224
"839","Erica","Female",9713,1983,0.00581389432754737
"840","Monica","Female",5404,1983,0.00323466333224194
"841","Sandra","Female",3175,1983,0.00190045449294378
"842","Pamela","Female",3030,1983,0.00181366208302981
"843","Tina","Female",2739,1983,0.00163947869485764
"844","Rita","Female",592,1983,0.000354352459786682
"845","Jessica","Female",45858,1984,0.0272344539776449
"846","Angela","Female",11292,1984,0.00670616804735415
"847","Mary","Female",9294,1984,0.00551958252144079
"848","Erica","Female",9279,1984,0.0055106742216967
"849","Monica","Female",5132,1984,0.00304782628577944
"850","Sandra","Female",2881,1984,0.0017109874375157
"851","Pamela","Female",2642,1984,0.0015690485282598
"852","Tina","Female",2505,1984,0.00148768605726374
"853","Rita","Female",608,1984,0.00036108308296062
"854","Jessica","Female",48348,1985,0.0280955322478576
"855","Angela","Female",10225,1985,0.00594185524187854
"856","Erica","Female",9525,1985,0.00553507786590642
"857","Mary","Female",9239,1985,0.00536888025229495
"858","Monica","Female",4989,1985,0.00289916046960705
"859","Sandra","Female",2663,1985,0.00154749736030539
"860","Tina","Female",2599,1985,0.00151030628593079
"861","Pamela","Female",2469,1985,0.0014347619161074
"862","Rita","Female",588,1985,0.000341692995816585
"863","Jessica","Female",52684,1986,0.0307097207422934
"864","Erica","Female",9972,1986,0.00581271990057987
"865","Angela","Female",9269,1986,0.00540293830309615
"866","Mary","Female",8507,1986,0.00495876536243813
"867","Monica","Female",5014,1986,0.00292268126569469
"868","Sandra","Female",2639,1986,0.00153828397689834
"869","Pamela","Female",2016,1986,0.0011751347091425
"870","Tina","Female",1962,1986,0.00114365788657618
"871","Rita","Female",544,1986,0.000317099842149564
"872","Jessica","Female",55996,1987,0.0322071157502896
"873","Erica","Female",9328,1987,0.00536516850701303
"874","Angela","Female",8581,1987,0.00493551789865767
"875","Mary","Female",8395,1987,0.00482853662268164
"876","Monica","Female",4809,1987,0.00276598363531578
"877","Sandra","Female",2411,1987,0.00138673041063555
"878","Tina","Female",1811,1987,0.00104162952039029
"879","Pamela","Female",1783,1987,0.00102552481217884
"880","Rita","Female",518,1987,0.000297937101911744
"881","Jessica","Female",51557,1988,0.0289511558393937
"882","Erica","Female",9591,1988,0.00538570001465611
"883","Mary","Female",8517,1988,0.00478260942809156
"884","Angela","Female",7915,1988,0.00444456423897436
"885","Monica","Female",4463,1988,0.002506139001711
"886","Sandra","Female",2258,1988,0.00126795022761897
"887","Tina","Female",1603,1988,0.000900143584974846
"888","Pamela","Female",1510,1988,0.000847920657087971
"889","Rita","Female",485,1988,0.000272345376614348
"890","Jessica","Female",47887,1989,0.0259754560228429
"891","Erica","Female",9025,1989,0.00489545159659526
"892","Mary","Female",8645,1989,0.00468932731884388
"893","Angela","Female",7199,1989,0.0039049701987689
"894","Monica","Female",4502,1989,0.00244203025904397
"895","Sandra","Female",2327,1989,0.00126223998507226
"896","Pamela","Female",1331,1989,0.0007219774044397
"897","Tina","Female",1323,1989,0.000717637945960724
"898","Rita","Female",412,1989,0.000223482111667285
"899","Jessica","Female",46486,1990,0.0244854144127156
"900","Mary","Female",8669,1990,0.0045661932096509
"901","Erica","Female",8608,1990,0.00453406288483965
"902","Angela","Female",6666,1990,0.00351115975724223
"903","Monica","Female",4453,1990,0.00234551371122107
"904","Sandra","Female",2343,1990,0.00123412050873365
"905","Pamela","Female",1194,1990,0.000628911603682451
"906","Tina","Female",1180,1990,0.000621537430774952
"907","Rita","Female",434,1990,0.000228599360132482
"908","Jessica","Female",43395,1991,0.023144271559453
"909","Mary","Female",8764,1991,0.00467418817714128
"910","Erica","Female",7800,1991,0.00416004881123939
"911","Angela","Female",5802,1991,0.00309443630805268
"912","Monica","Female",4156,1991,0.00221655934096293
"913","Sandra","Female",2141,1991,0.00114188006472609
"914","Pamela","Female",1085,1991,0.000578673456435222
"915","Tina","Female",1025,1991,0.00054667308096415
"916","Rita","Female",423,1991,0.000225602647071059
"917","Jessica","Female",38361,1992,0.0208042058543114
"918","Mary","Female",8463,1992,0.00458971335849007
"919","Erica","Female",7133,1992,0.00386841845517071
"920","Angela","Female",5079,1992,0.00275447880748802
"921","Monica","Female",4590,1992,0.00248928090694428
"922","Sandra","Female",2015,1992,0.00109278889487859
"923","Pamela","Female",920,1992,0.00049894083537881
"924","Tina","Female",890,1992,0.000482671025529501
"925","Rita","Female",390,1992,0.000211507528041017
"926","Jessica","Female",34993,1993,0.0193435904352792
"927","Mary","Female",8122,1993,0.00448971627226409
"928","Erica","Female",6412,1993,0.00354445465867488
"929","Angela","Female",4572,1993,0.00252733105107011
"930","Monica","Female",3901,1993,0.00215641260503598
"931","Sandra","Female",1885,1993,0.00104199891322554
"932","Pamela","Female",806,1993,0.000445544362896436
"933","Tina","Female",806,1993,0.000445544362896436
"934","Rita","Female",341,1993,0.000188499538148492
"935","Jessica","Female",32122,1994,0.0179882422907933
"936","Mary","Female",7756,1994,0.00434334123676586
"937","Erica","Female",5680,1994,0.00318078625900336
"938","Angela","Female",4414,1994,0.00247182932169733
"939","Monica","Female",3912,1994,0.00219071053613048
"940","Sandra","Female",1768,1994,0.000990075722872877
"941","Pamela","Female",748,1994,0.000418878190446217
"942","Tina","Female",720,1994,0.000403198258183525
"943","Rita","Female",318,1994,0.000178079230697723
"944","Jessica","Female",27939,1995,0.0158877558679893
"945","Mary","Female",7458,1995,0.00424105670437253
"946","Erica","Female",4893,1995,0.00278244709767965
"947","Angela","Female",4119,1995,0.00234230525144951
"948","Monica","Female",3969,1995,0.00225700644404057
"949","Sandra","Female",1708,1995,0.000971269087029805
"950","Pamela","Female",687,1995,0.000390668537932948
"951","Tina","Female",624,1995,0.000354843038821193
"952","Rita","Female",296,1995,0.000168322979953643
"953","Jessica","Female",24200,1996,0.0138052051327981
"954","Mary","Female",6967,1996,0.00397441587438861
"955","Erica","Female",4460,1996,0.00254426507819337
"956","Monica","Female",4326,1996,0.00246782303324316
"957","Angela","Female",3867,1996,0.00220598050613761
"958","Sandra","Female",1659,1996,0.00094639815352529
"959","Pamela","Female",814,1996,0.00046435689992139
"960","Tina","Female",576,1996,0.000328586700681475
"961","Rita","Female",303,1996,0.000172850295670984
"962","Jessica","Female",21045,1997,0.0120902485782683
"963","Mary","Female",6650,1997,0.00382039216181917
"964","Monica","Female",4223,1997,0.00242609264652066
"965","Erica","Female",3992,1997,0.00229338428721536
"966","Angela","Female",3652,1997,0.00209805596615994
"967","Sandra","Female",1448,1997,0.000831868849671303
"968","Pamela","Female",770,1997,0.000442361197684325
"969","Tina","Female",501,1997,0.000287822026025775
"970","Rita","Female",240,1997,0.000137878814862647
"971","Jessica","Female",18238,1998,0.0103220972002203
"972","Mary","Female",6476,1998,0.00366519911550754
"973","Erica","Female",3624,1998,0.00205106263041991
"974","Angela","Female",3369,1998,0.00190674117049798
"975","Monica","Female",3229,1998,0.00182750585916829
"976","Sandra","Female",1366,1998,0.00077311025197395
"977","Pamela","Female",714,1998,0.000404100087781406
"978","Tina","Female",431,1998,0.000243931565593538
"979","Rita","Female",246,1998,0.000139227761336451
"980","Jessica","Female",16350,1999,0.00921760308493725
"981","Mary","Female",6388,1999,0.00360134853251249
"982","Angela","Female",3632,1999,0.00204760455073346
"983","Erica","Female",3161,1999,0.00178206992975454
"984","Monica","Female",2134,1999,0.00120308042711046
"985","Sandra","Female",1287,1999,0.00072556912356662
"986","Pamela","Female",655,1999,0.000369267891170269
"987","Tina","Female",433,1999,0.000244111445613323
"988","Rita","Female",228,1999,0.00012853905219362
"989","Jessica","Female",15711,2000,0.00865156511223741
"990","Mary","Female",6221,2000,0.00342571361232442
"991","Angela","Female",3829,2000,0.00210851268631895
"992","Erica","Female",3220,2000,0.00177315509269967
"993","Monica","Female",1992,2000,0.00109693321262663
"994","Sandra","Female",1268,2000,0.000698248651410925
"995","Pamela","Female",607,2000,0.000334256255052391
"996","Tina","Female",454,2000,0.000250003854684984
"997","Rita","Female",251,2000,0.000138217990145223
"998","Jessica","Female",13925,2001,0.00773370936470285
"999","Mary","Female",5759,2001,0.00319845114767136
"1000","Angela","Female",3914,2001,0.00217376936829063
"1001","Erica","Female",2668,2001,0.00148176205278472
"1002","Monica","Female",1796,2001,0.000997468008546235
"1003","Sandra","Female",1209,2001,0.000671458141610467
"1004","Pamela","Female",578,2001,0.000321011419231472
"1005","Tina","Female",397,2001,0.000220487082067291
"1006","Rita","Female",270,2001,0.000149953431128888
"1007","Jessica","Female",11921,2002,0.00663449872552621
"1008","Mary","Female",5485,2002,0.00305261517569929
"1009","Angela","Female",3715,2002,0.00206754154561948
"1010","Erica","Female",2305,2002,0.00128282187419998
"1011","Monica","Female",1778,2002,0.000989525940272259
"1012","Sandra","Female",1140,2002,0.000634454202424283
"1013","Pamela","Female",530,2002,0.000294965550249886
"1014","Tina","Female",380,2002,0.000211484734141428
"1015","Rita","Female",244,2002,0.000135795460869759
"1016","Jessica","Female",10454,2003,0.00572179195971648
"1017","Mary","Female",5042,2003,0.00275963985659944
"1018","Angela","Female",3320,2003,0.00181713691469856
"1019","Erica","Female",2092,2003,0.00114501518841849
"1020","Monica","Female",1613,2003,0.000882843928737582
"1021","Sandra","Female",1180,2003,0.000645849867272379
"1022","Pamela","Female",673,2003,0.000368353356503653
"1023","Tina","Female",378,2003,0.000206890889685559
"1024","Rita","Female",199,2003,0.000108918748802715
"1025","Jessica","Female",9470,2004,0.00515761216172573
"1026","Mary","Female",4835,2004,0.00263326872248615
"1027","Angela","Female",3162,2004,0.00172210872812848
"1028","Erica","Female",1874,2004,0.00102062990402049
"1029","Monica","Female",1512,2004,0.000823475141344171
"1030","Sandra","Female",1176,2004,0.00064048066548991
"1031","Pamela","Female",540,2004,0.000294098264765775
"1032","Tina","Female",351,2004,0.000191163872097754
"1033","Rita","Female",216,2004,0.00011763930590631
"1034","Jessica","Female",8115,2005,0.00439195149856741
"1035","Mary","Female",4477,2005,0.00242301501652326
"1036","Angela","Female",2897,2005,0.00156789691821932
"1037","Erica","Female",1717,2005,0.000929264414422703
"1038","Monica","Female",1409,2005,0.000762570506652061
"1039","Sandra","Female",1019,2005,0.000551497052007417
"1040","Pamela","Female",457,2005,0.000247334791724622
"1041","Tina","Female",331,2005,0.000179141829454813
"1042","Rita","Female",220,2005,0.00011906707697903
"1043","Jessica","Female",6815,2006,0.00358482328372969
"1044","Mary","Female",4109,2006,0.00216141436138596
"1045","Angela","Female",2926,2006,0.0015391332249733
"1046","Erica","Female",1553,2006,0.000816908372653295
"1047","Monica","Female",1363,2006,0.000716964656745938
"1048","Sandra","Female",892,2006,0.000469209445207173
"1049","Pamela","Female",568,2006,0.000298779108607258
"1050","Tina","Female",284,2006,0.000149389554303629
"1051","Rita","Female",207,2006,0.000108886048383279
"1052","Jessica","Female",5714,2007,0.0029722520453089
"1053","Mary","Female",3693,2007,0.00192098823999401
"1054","Angela","Female",2756,2007,0.00143358884089453
"1055","Erica","Female",1366,2007,0.000710552379050045
"1056","Monica","Female",1192,2007,0.000620042778790376
"1057","Sandra","Female",800,2007,0.000416136093147903
"1058","Pamela","Female",516,2007,0.000268407780080397
"1059","Tina","Female",254,2007,0.000132123209574459
"1060","Rita","Female",210,2007,0.000109235724451325
"1061","Jessica","Female",4739,2008,0.00250645521965729
"1062","Mary","Female",3513,2008,0.00185802430611017
"1063","Angela","Female",2542,2008,0.00134446279138401
"1064","Erica","Female",1133,2008,0.000599243250447714
"1065","Monica","Female",1064,2008,0.000562749177825567
"1066","Sandra","Female",721,2008,0.000381336613921272
"1067","Pamela","Female",455,2008,0.000240649319464881
"1068","Tina","Female",222,2008,0.000117415711914733
"1069","Rita","Female",186,2008,9.83753261988303e-05
"1070","Jessica","Female",3801,2009,0.00206928089630731
"1071","Mary","Female",3176,2009,0.00172902818381268
"1072","Angela","Female",2258,2009,0.00122926499970058
"1073","Monica","Female",972,2009,0.000529161018471639
"1074","Erica","Female",943,2009,0.000513373292611889
"1075","Sandra","Female",586,2009,0.00031902094323496
"1076","Pamela","Female",331,2009,0.000180197836537153
"1077","Tina","Female",214,2009,0.000116502528758159
"1078","Rita","Female",166,2009,9.03711204385721e-05
"1079","Jessica","Female",3200,2010,0.00180045652825845
"1080","Mary","Female",2881,2010,0.00162097351809768
"1081","Angela","Female",1916,2010,0.00107802334629474
"1082","Monica","Female",887,2010,0.000499064043926638
"1083","Erica","Female",745,2010,0.00041916878548517
"1084","Sandra","Female",581,2010,0.000326895388411924
"1085","Pamela","Female",258,2010,0.000145161807590837
"1086","Rita","Female",176,2010,9.90251090542146e-05
"1087","Tina","Female",161,2010,9.05854690780031e-05
"1088","Mary","Female",2714,2011,0.00154309405709789
"1089","Jessica","Female",2625,2011,0.00149249148853425
"1090","Angela","Female",1678,2011,0.000954057416289706
"1091","Monica","Female",779,2011,0.000442914616978356
"1092","Erica","Female",624,2011,0.000354786548131571
"1093","Sandra","Female",473,2011,0.00026893275202922
"1094","Pamela","Female",266,2011,0.000151239137504804
"1095","Tina","Female",175,2011,9.94994325689503e-05
"1096","Rita","Female",169,2011,9.60880234523005e-05
"1097","Mary","Female",2584,2012,0.00146756310691742
"1098","Jessica","Female",2335,2012,0.00132614545458676
"1099","Angela","Female",1640,2012,0.000931425501294341
"1100","Monica","Female",724,2012,0.000411190282278721
"1101","Erica","Female",612,2012,0.000347580735848864
"1102","Sandra","Female",415,2012,0.000235696087217775
"1103","Pamela","Female",215,2012,0.000122107611450173
